idVenta,idCliente,Fecha_Venta,Total,tipoVenta,montoPagadoInicial,estadoPago,idMetodoPago,nombreMetodo
113,154,2023-01-09,1212.0,Crédito,1212.0,Pagado,3,Yape
114,57,2023-01-09,1344.0,Crédito,1344.0,Pagado,4,Plin
115,117,2023-01-09,192.5,Contado,192.5,Pagado,2,Transferencia
116,39,2023-01-09,150.5,Contado,150.5,Pagado,1,Efectivo
117,124,2023-01-09,387.0,Contado,387.0,Pagado,2,Transferencia
118,95,2023-01-09,405.0,Contado,405.0,Pagado,2,Transferencia
119,59,2023-01-09,722.5,Contado,722.5,Pagado,3,Yape
120,66,2023-01-09,251.0,Contado,251.0,Pagado,3,Yape
121,2,2023-01-09,72.0,Contado,72.0,Pagado,1,Efectivo
122,134,2023-01-09,10.0,Contado,10.0,Pagado,4,Plin
123,105,2023-01-09,347.0,Contado,347.0,Pagado,2,Transferencia
124,145,2023-01-09,712.0,Contado,712.0,Pagado,2,Transferencia
125,142,2023-01-09,436.0,Contado,436.0,Pagado,2,Transferencia
126,189,2023-01-10,105.0,Contado,105.0,Pagado,2,Transferencia
127,180,2023-01-10,154.0,Contado,154.0,Pagado,4,Plin
128,141,2023-01-10,464.0,Contado,464.0,Pagado,2,Transferencia
129,23,2023-01-10,180.0,Contado,180.0,Pagado,4,Plin
130,21,2023-01-10,563.5,Contado,563.5,Pagado,2,Transferencia
131,113,2023-01-10,45.0,Contado,45.0,Pagado,4,Plin
132,50,2023-01-10,72.0,Contado,72.0,Pagado,3,Yape
133,158,2023-01-10,56.0,Contado,56.0,Pagado,1,Efectivo
134,41,2023-01-10,84.0,Contado,84.0,Pagado,4,Plin
135,172,2023-01-10,437.0,Contado,437.0,Pagado,4,Plin
136,186,2023-01-10,555.0,Contado,555.0,Pagado,1,Efectivo
137,67,2023-01-10,171.0,Contado,171.0,Pagado,1,Efectivo
138,129,2023-01-10,125.0,Contado,125.0,Pagado,4,Plin
139,178,2023-01-10,157.0,Contado,157.0,Pagado,2,Transferencia
140,151,2023-01-11,10.0,Contado,10.0,Pagado,4,Plin
141,18,2023-01-11,1151.0,Crédito,1151.0,Pagado,1,Efectivo
142,180,2023-01-11,314.0,Contado,314.0,Pagado,1,Efectivo
143,142,2023-01-11,170.0,Contado,170.0,Pagado,4,Plin
144,47,2023-01-11,536.0,Contado,536.0,Pagado,4,Plin
145,53,2023-01-11,740.0,Contado,740.0,Pagado,3,Yape
146,200,2023-01-11,7.0,Contado,7.0,Pagado,2,Transferencia
147,158,2023-01-11,126.0,Contado,126.0,Pagado,1,Efectivo
148,124,2023-01-11,2016.0,Crédito,2016.0,Pagado,3,Yape
149,196,2023-01-11,440.0,Contado,440.0,Pagado,1,Efectivo
150,129,2023-01-11,450.0,Contado,450.0,Pagado,2,Transferencia
151,81,2023-01-11,180.0,Contado,180.0,Pagado,2,Transferencia
152,149,2023-01-11,72.0,Contado,72.0,Pagado,4,Plin
153,48,2023-01-11,1872.0,Crédito,1872.0,Pagado,3,Yape
154,108,2023-01-12,260.0,Contado,260.0,Pagado,3,Yape
155,148,2023-01-12,196.0,Contado,196.0,Pagado,2,Transferencia
156,98,2023-01-12,12.5,Contado,12.5,Pagado,3,Yape
157,108,2023-01-12,1335.0,Crédito,1335.0,Pagado,1,Efectivo
158,102,2023-01-12,135.0,Contado,135.0,Pagado,1,Efectivo
159,56,2023-01-12,448.0,Contado,448.0,Pagado,4,Plin
160,144,2023-01-12,1261.0,Crédito,1261.0,Pagado,3,Yape
161,200,2023-01-12,1242.0,Crédito,1242.0,Pagado,1,Efectivo
162,98,2023-01-12,1016.0,Crédito,1016.0,Pagado,1,Efectivo
163,21,2023-01-12,132.0,Contado,132.0,Pagado,4,Plin
164,182,2023-01-12,173.0,Contado,173.0,Pagado,2,Transferencia
165,106,2023-01-12,148.0,Contado,148.0,Pagado,4,Plin
166,191,2023-01-12,75.0,Contado,75.0,Pagado,2,Transferencia
167,27,2023-01-12,1440.0,Crédito,1440.0,Pagado,1,Efectivo
168,7,2023-01-13,682.0,Contado,682.0,Pagado,4,Plin
169,59,2023-01-13,209.0,Contado,209.0,Pagado,3,Yape
170,135,2023-01-13,135.0,Contado,135.0,Pagado,4,Plin
171,122,2023-01-13,447.5,Contado,447.5,Pagado,2,Transferencia
172,162,2023-01-13,2023.0,Crédito,2023.0,Pagado,2,Transferencia
173,79,2023-01-13,82.5,Contado,82.5,Pagado,3,Yape
174,89,2023-01-13,517.0,Contado,517.0,Pagado,4,Plin
175,3,2023-01-13,423.0,Contado,423.0,Pagado,2,Transferencia
176,102,2023-01-13,115.0,Contado,115.0,Pagado,4,Plin
177,21,2023-01-13,1540.0,Crédito,1540.0,Pagado,4,Plin
178,106,2023-01-13,715.0,Contado,715.0,Pagado,1,Efectivo
179,164,2023-01-13,1572.0,Crédito,1572.0,Pagado,3,Yape
180,13,2023-01-13,682.0,Contado,682.0,Pagado,3,Yape
181,24,2023-01-13,510.0,Contado,510.0,Pagado,2,Transferencia
182,80,2023-01-14,213.0,Contado,213.0,Pagado,1,Efectivo
183,69,2023-01-14,1662.5,Crédito,1662.5,Pagado,1,Efectivo
184,197,2023-01-14,34.0,Contado,34.0,Pagado,3,Yape
185,118,2023-01-14,112.0,Contado,112.0,Pagado,2,Transferencia
186,100,2023-01-14,441.0,Contado,441.0,Pagado,1,Efectivo
187,65,2023-01-14,992.0,Contado,992.0,Pagado,2,Transferencia
188,84,2023-01-14,75.0,Contado,75.0,Pagado,1,Efectivo
189,102,2023-01-14,325.0,Contado,325.0,Pagado,3,Yape
190,96,2023-01-14,42.0,Contado,42.0,Pagado,2,Transferencia
191,24,2023-01-14,541.5,Contado,541.5,Pagado,2,Transferencia
192,60,2023-01-14,982.0,Contado,982.0,Pagado,4,Plin
193,186,2023-01-14,1005.0,Crédito,1005.0,Pagado,4,Plin
194,139,2023-01-14,1292.0,Crédito,1292.0,Pagado,4,Plin
195,154,2023-01-14,755.0,Contado,755.0,Pagado,1,Efectivo
196,199,2023-01-15,1651.5,Crédito,1651.5,Pagado,2,Transferencia
197,49,2023-01-15,360.5,Contado,360.5,Pagado,1,Efectivo
198,25,2023-01-15,548.0,Contado,548.0,Pagado,1,Efectivo
199,9,2023-01-15,812.5,Contado,812.5,Pagado,4,Plin
200,57,2023-01-15,628.0,Contado,628.0,Pagado,4,Plin
201,143,2023-01-15,880.0,Contado,880.0,Pagado,4,Plin
202,20,2023-01-15,112.0,Contado,112.0,Pagado,2,Transferencia
203,49,2023-01-15,136.0,Contado,136.0,Pagado,2,Transferencia
204,192,2023-01-15,35.0,Contado,35.0,Pagado,4,Plin
205,173,2023-01-15,474.0,Contado,474.0,Pagado,4,Plin
206,169,2023-01-15,193.0,Contado,193.0,Pagado,4,Plin
207,141,2023-01-15,902.0,Contado,902.0,Pagado,3,Yape
208,145,2023-01-15,623.5,Contado,623.5,Pagado,1,Efectivo
209,186,2023-01-15,350.0,Contado,350.0,Pagado,1,Efectivo
210,133,2023-01-16,225.0,Contado,225.0,Pagado,3,Yape
211,81,2023-01-16,17.5,Contado,17.5,Pagado,3,Yape
212,25,2023-01-16,90.0,Contado,90.0,Pagado,3,Yape
213,36,2023-01-16,401.0,Contado,401.0,Pagado,1,Efectivo
214,147,2023-01-16,1007.0,Crédito,1007.0,Pagado,2,Transferencia
215,177,2023-01-16,311.0,Contado,311.0,Pagado,4,Plin
216,90,2023-01-16,589.0,Contado,589.0,Pagado,1,Efectivo
217,79,2023-01-16,188.5,Contado,188.5,Pagado,2,Transferencia
218,115,2023-01-16,449.0,Contado,449.0,Pagado,1,Efectivo
219,122,2023-01-16,219.0,Contado,219.0,Pagado,3,Yape
220,124,2023-01-16,1271.0,Crédito,1271.0,Pagado,1,Efectivo
221,69,2023-01-16,241.5,Contado,241.5,Pagado,4,Plin
222,49,2023-01-16,370.0,Contado,370.0,Pagado,3,Yape
223,90,2023-01-16,395.0,Contado,395.0,Pagado,1,Efectivo
224,190,2023-01-17,140.0,Contado,140.0,Pagado,3,Yape
225,74,2023-01-17,30.0,Contado,30.0,Pagado,4,Plin
226,116,2023-01-17,1067.5,Crédito,1067.5,Pagado,4,Plin
227,141,2023-01-17,452.5,Contado,452.5,Pagado,1,Efectivo
228,66,2023-01-17,110.0,Contado,110.0,Pagado,4,Plin
229,14,2023-01-17,1290.0,Crédito,1290.0,Pagado,1,Efectivo
230,5,2023-01-17,101.5,Contado,101.5,Pagado,4,Plin
231,125,2023-01-17,214.0,Contado,214.0,Pagado,4,Plin
232,86,2023-01-17,958.0,Contado,958.0,Pagado,3,Yape
233,129,2023-01-17,87.5,Contado,87.5,Pagado,3,Yape
234,39,2023-01-17,491.0,Contado,491.0,Pagado,3,Yape
235,107,2023-01-17,64.0,Contado,64.0,Pagado,4,Plin
236,115,2023-01-17,669.5,Contado,669.5,Pagado,3,Yape
237,111,2023-01-17,115.0,Contado,115.0,Pagado,1,Efectivo
238,143,2023-01-18,409.5,Contado,409.5,Pagado,4,Plin
239,114,2023-01-18,60.0,Contado,60.0,Pagado,4,Plin
240,156,2023-01-18,950.0,Contado,950.0,Pagado,3,Yape
241,129,2023-01-18,1171.0,Crédito,1171.0,Pagado,1,Efectivo
242,105,2023-01-18,84.0,Contado,84.0,Pagado,3,Yape
243,191,2023-01-18,596.0,Contado,596.0,Pagado,2,Transferencia
244,158,2023-01-18,389.5,Contado,389.5,Pagado,2,Transferencia
245,185,2023-01-18,372.0,Contado,372.0,Pagado,1,Efectivo
246,134,2023-01-18,224.0,Contado,224.0,Pagado,1,Efectivo
247,63,2023-01-18,130.5,Contado,130.5,Pagado,2,Transferencia
248,102,2023-01-18,102.5,Contado,102.5,Pagado,1,Efectivo
249,177,2023-01-18,337.5,Contado,337.5,Pagado,3,Yape
250,101,2023-01-18,654.0,Contado,654.0,Pagado,2,Transferencia
251,24,2023-01-18,116.0,Contado,116.0,Pagado,2,Transferencia
252,163,2023-01-19,1416.0,Crédito,1416.0,Pagado,3,Yape
253,97,2023-01-19,215.5,Contado,215.5,Pagado,3,Yape
254,197,2023-01-19,25.0,Contado,25.0,Pagado,4,Plin
255,187,2023-01-19,720.5,Contado,720.5,Pagado,1,Efectivo
256,118,2023-01-19,2260.0,Crédito,2260.0,Pagado,2,Transferencia
257,117,2023-01-19,341.0,Contado,341.0,Pagado,3,Yape
258,13,2023-01-19,17.5,Contado,17.5,Pagado,1,Efectivo
259,38,2023-01-19,25.0,Contado,25.0,Pagado,4,Plin
260,85,2023-01-19,24.0,Contado,24.0,Pagado,2,Transferencia
261,46,2023-01-19,1240.0,Crédito,1240.0,Pagado,3,Yape
262,117,2023-01-19,327.0,Contado,327.0,Pagado,1,Efectivo
263,75,2023-01-19,475.0,Contado,475.0,Pagado,3,Yape
264,179,2023-01-19,260.0,Contado,260.0,Pagado,1,Efectivo
265,124,2023-01-19,1200.0,Crédito,1200.0,Pagado,3,Yape
266,158,2023-01-20,2940.0,Crédito,2940.0,Pagado,3,Yape
267,1,2023-01-20,960.0,Contado,960.0,Pagado,1,Efectivo
268,189,2023-01-20,845.0,Contado,845.0,Pagado,4,Plin
269,90,2023-01-20,1440.0,Crédito,1440.0,Pagado,4,Plin
270,197,2023-01-20,21.0,Contado,21.0,Pagado,4,Plin
271,102,2023-01-20,311.0,Contado,311.0,Pagado,3,Yape
272,124,2023-01-20,1455.0,Crédito,1455.0,Pagado,2,Transferencia
273,106,2023-01-20,140.0,Contado,140.0,Pagado,4,Plin
274,143,2023-01-20,1330.5,Crédito,1330.5,Pagado,2,Transferencia
275,161,2023-01-20,375.5,Contado,375.5,Pagado,1,Efectivo
276,70,2023-01-20,673.0,Contado,673.0,Pagado,4,Plin
277,45,2023-01-20,12.0,Contado,12.0,Pagado,3,Yape
278,24,2023-01-20,189.0,Contado,189.0,Pagado,4,Plin
279,199,2023-01-20,114.0,Contado,114.0,Pagado,2,Transferencia
280,100,2023-01-21,311.5,Contado,311.5,Pagado,1,Efectivo
281,134,2023-01-21,1990.0,Crédito,1990.0,Pagado,4,Plin
282,52,2023-01-21,190.0,Contado,190.0,Pagado,2,Transferencia
283,172,2023-01-21,36.0,Contado,36.0,Pagado,3,Yape
284,71,2023-01-21,450.0,Contado,450.0,Pagado,1,Efectivo
285,53,2023-01-21,449.5,Contado,449.5,Pagado,4,Plin
286,157,2023-01-21,1016.0,Crédito,1016.0,Pagado,1,Efectivo
287,28,2023-01-21,440.0,Contado,440.0,Pagado,4,Plin
288,80,2023-01-21,293.0,Contado,293.0,Pagado,1,Efectivo
289,179,2023-01-21,516.0,Contado,516.0,Pagado,4,Plin
290,94,2023-01-21,1704.0,Crédito,1704.0,Pagado,1,Efectivo
291,90,2023-01-21,650.0,Contado,650.0,Pagado,1,Efectivo
292,104,2023-01-21,108.0,Contado,108.0,Pagado,1,Efectivo
293,78,2023-01-21,736.0,Contado,736.0,Pagado,2,Transferencia
294,17,2023-01-22,354.0,Contado,354.0,Pagado,3,Yape
295,45,2023-01-22,250.0,Contado,250.0,Pagado,2,Transferencia
296,30,2023-01-22,334.0,Contado,334.0,Pagado,1,Efectivo
297,176,2023-01-22,585.0,Contado,585.0,Pagado,1,Efectivo
298,194,2023-01-22,259.5,Contado,259.5,Pagado,4,Plin
299,100,2023-01-22,622.0,Contado,622.0,Pagado,2,Transferencia
300,184,2023-01-22,828.0,Contado,828.0,Pagado,3,Yape
301,76,2023-01-22,108.0,Contado,108.0,Pagado,1,Efectivo
302,1,2023-01-22,683.0,Contado,683.0,Pagado,2,Transferencia
303,104,2023-01-22,207.0,Contado,207.0,Pagado,2,Transferencia
304,93,2023-01-22,235.0,Contado,235.0,Pagado,3,Yape
305,185,2023-01-22,482.5,Contado,482.5,Pagado,2,Transferencia
306,160,2023-01-22,207.0,Contado,207.0,Pagado,2,Transferencia
307,99,2023-01-22,554.0,Contado,554.0,Pagado,2,Transferencia
308,188,2023-01-23,192.0,Contado,192.0,Pagado,4,Plin
309,9,2023-01-23,64.0,Contado,64.0,Pagado,4,Plin
310,29,2023-01-23,489.5,Contado,489.5,Pagado,1,Efectivo
311,63,2023-01-23,727.0,Contado,727.0,Pagado,4,Plin
312,137,2023-01-23,40.0,Contado,40.0,Pagado,2,Transferencia
313,147,2023-01-23,220.0,Contado,220.0,Pagado,4,Plin
314,187,2023-01-23,1610.5,Crédito,1610.5,Pagado,1,Efectivo
315,74,2023-01-23,522.0,Contado,522.0,Pagado,4,Plin
316,71,2023-01-23,219.0,Contado,219.0,Pagado,2,Transferencia
317,95,2023-01-23,540.0,Contado,540.0,Pagado,1,Efectivo
318,88,2023-01-23,25.0,Contado,25.0,Pagado,3,Yape
319,127,2023-01-23,746.5,Contado,746.5,Pagado,4,Plin
320,14,2023-01-23,169.0,Contado,169.0,Pagado,2,Transferencia
321,78,2023-01-23,362.0,Contado,362.0,Pagado,3,Yape
322,136,2023-01-24,497.0,Contado,497.0,Pagado,1,Efectivo
323,137,2023-01-24,167.5,Contado,167.5,Pagado,4,Plin
324,26,2023-01-24,79.0,Contado,79.0,Pagado,3,Yape
325,134,2023-01-24,177.0,Contado,177.0,Pagado,1,Efectivo
326,4,2023-01-24,978.0,Contado,978.0,Pagado,4,Plin
327,50,2023-01-24,1200.0,Crédito,1200.0,Pagado,1,Efectivo
328,15,2023-01-24,575.0,Contado,575.0,Pagado,3,Yape
329,29,2023-01-24,255.0,Contado,255.0,Pagado,2,Transferencia
330,71,2023-01-24,424.0,Contado,424.0,Pagado,2,Transferencia
331,100,2023-01-24,251.0,Contado,251.0,Pagado,2,Transferencia
332,52,2023-01-24,344.5,Contado,344.5,Pagado,1,Efectivo
333,114,2023-01-24,414.0,Contado,414.0,Pagado,2,Transferencia
334,5,2023-01-24,413.5,Contado,413.5,Pagado,2,Transferencia
335,148,2023-01-24,112.0,Contado,112.0,Pagado,2,Transferencia
336,112,2023-01-25,925.0,Contado,925.0,Pagado,1,Efectivo
337,146,2023-01-25,723.0,Contado,723.0,Pagado,4,Plin
338,21,2023-01-25,257.0,Contado,257.0,Pagado,3,Yape
339,77,2023-01-25,1864.0,Crédito,1864.0,Pagado,3,Yape
340,10,2023-01-25,1312.0,Crédito,1312.0,Pagado,2,Transferencia
341,17,2023-01-25,1282.5,Crédito,1282.5,Pagado,1,Efectivo
342,104,2023-01-25,225.0,Contado,225.0,Pagado,2,Transferencia
343,174,2023-01-25,256.0,Contado,256.0,Pagado,1,Efectivo
344,63,2023-01-25,315.0,Contado,315.0,Pagado,4,Plin
345,25,2023-01-25,1658.0,Crédito,1658.0,Pagado,3,Yape
346,17,2023-01-25,223.0,Contado,223.0,Pagado,4,Plin
347,31,2023-01-25,204.5,Contado,204.5,Pagado,1,Efectivo
348,71,2023-01-25,188.0,Contado,188.0,Pagado,3,Yape
349,113,2023-01-25,105.0,Contado,105.0,Pagado,2,Transferencia
350,200,2023-01-26,988.0,Contado,988.0,Pagado,1,Efectivo
351,46,2023-01-26,120.0,Contado,120.0,Pagado,4,Plin
352,107,2023-01-26,1334.0,Crédito,1334.0,Pagado,2,Transferencia
353,62,2023-01-26,144.0,Contado,144.0,Pagado,2,Transferencia
354,157,2023-01-26,900.0,Contado,900.0,Pagado,4,Plin
355,108,2023-01-26,20.0,Contado,20.0,Pagado,3,Yape
356,31,2023-01-26,376.0,Contado,376.0,Pagado,3,Yape
357,29,2023-01-26,424.0,Contado,424.0,Pagado,3,Yape
358,172,2023-01-26,72.0,Contado,72.0,Pagado,4,Plin
359,54,2023-01-26,1285.0,Crédito,1285.0,Pagado,3,Yape
360,41,2023-01-26,1080.0,Crédito,1080.0,Pagado,1,Efectivo
361,19,2023-01-26,1310.0,Crédito,1310.0,Pagado,4,Plin
362,108,2023-01-26,166.0,Contado,166.0,Pagado,4,Plin
363,59,2023-01-26,98.0,Contado,98.0,Pagado,3,Yape
364,97,2023-01-27,1720.0,Crédito,1720.0,Pagado,1,Efectivo
365,112,2023-01-27,295.0,Contado,295.0,Pagado,2,Transferencia
366,96,2023-01-27,1140.0,Crédito,1140.0,Pagado,4,Plin
367,52,2023-01-27,545.0,Contado,545.0,Pagado,3,Yape
368,29,2023-01-27,259.0,Contado,259.0,Pagado,3,Yape
369,148,2023-01-27,896.0,Contado,896.0,Pagado,1,Efectivo
370,187,2023-01-27,344.0,Contado,344.0,Pagado,3,Yape
371,147,2023-01-27,5.0,Contado,5.0,Pagado,1,Efectivo
372,121,2023-01-27,563.0,Contado,563.0,Pagado,1,Efectivo
373,178,2023-01-27,1238.0,Crédito,1238.0,Pagado,4,Plin
374,42,2023-01-27,1169.0,Crédito,1169.0,Pagado,3,Yape
375,95,2023-01-27,415.0,Contado,415.0,Pagado,4,Plin
376,110,2023-01-27,525.0,Contado,525.0,Pagado,4,Plin
377,189,2023-01-27,84.0,Contado,84.0,Pagado,1,Efectivo
378,29,2023-01-28,360.0,Contado,360.0,Pagado,1,Efectivo
379,144,2023-01-28,336.0,Contado,336.0,Pagado,1,Efectivo
380,167,2023-01-28,558.0,Contado,558.0,Pagado,4,Plin
381,129,2023-01-28,2452.0,Crédito,2452.0,Pagado,1,Efectivo
382,121,2023-01-28,1128.0,Crédito,1128.0,Pagado,1,Efectivo
383,21,2023-01-28,485.5,Contado,485.5,Pagado,2,Transferencia
384,39,2023-01-28,273.0,Contado,273.0,Pagado,3,Yape
385,122,2023-01-28,205.0,Contado,205.0,Pagado,1,Efectivo
386,6,2023-01-28,218.0,Contado,218.0,Pagado,4,Plin
387,168,2023-01-28,1262.5,Crédito,1262.5,Pagado,2,Transferencia
388,78,2023-01-28,377.5,Contado,377.5,Pagado,3,Yape
389,91,2023-01-28,513.0,Contado,513.0,Pagado,4,Plin
390,47,2023-01-28,96.0,Contado,96.0,Pagado,1,Efectivo
