idCompra,idVende,Fecha_Compra,Total
127,20,2023-01-10,12408.03
128,12,2023-01-10,8032.62
129,14,2023-01-10,29714.96
130,8,2023-01-10,7374.24
131,19,2023-01-10,10254.5
132,13,2023-01-10,18686.38
133,11,2023-01-10,4361.9
134,9,2023-01-10,1938.25
135,3,2023-01-10,4360.06
136,14,2023-01-10,6936.68
137,19,2023-01-10,3700.88
138,15,2023-01-10,4587.51
139,1,2023-01-10,6274.51
140,19,2023-01-11,20868.07
141,9,2023-01-11,4863.32
142,14,2023-01-11,3204.07
143,17,2023-01-11,20307.48
144,6,2023-01-11,7894.37
145,11,2023-01-11,26882.13
146,10,2023-01-11,10890.02
147,10,2023-01-11,2442.08
148,12,2023-01-11,4771.61
149,6,2023-01-11,15758.69
150,15,2023-01-11,8280.79
151,3,2023-01-11,3739.95
152,7,2023-01-11,7078.22
153,13,2023-01-11,10357.9
154,17,2023-01-12,10547.97
155,8,2023-01-12,13443.87
156,11,2023-01-12,4405.68
157,6,2023-01-12,17143.79
158,20,2023-01-12,13203.62
159,3,2023-01-12,11763.05
160,3,2023-01-12,14057.42
161,18,2023-01-12,3415.19
162,16,2023-01-12,14383.09
163,2,2023-01-12,3798.91
164,16,2023-01-12,3714.31
165,5,2023-01-12,642.2
166,9,2023-01-12,7306.41
167,18,2023-01-12,14999.4
168,10,2023-01-13,5019.48
169,17,2023-01-13,10463.48
170,4,2023-01-13,5137.6
171,12,2023-01-13,3443.14
172,1,2023-01-13,12534.85
173,11,2023-01-13,12485.26
174,2,2023-01-13,9888.06
175,6,2023-01-13,12693.2
176,13,2023-01-13,7307.8
177,1,2023-01-13,15571.79
178,4,2023-01-13,18789.94
179,4,2023-01-13,4701.93
180,1,2023-01-13,4458.53
181,7,2023-01-13,8777.42
182,10,2023-01-14,3243.61
183,3,2023-01-14,2914.16
184,13,2023-01-14,8255.58
185,20,2023-01-14,1929.61
186,16,2023-01-14,11387.04
187,20,2023-01-14,2344.06
188,8,2023-01-14,1392.61
189,6,2023-01-14,8891.88
190,16,2023-01-14,4961.07
191,11,2023-01-14,6726.7
192,11,2023-01-14,9596.53
193,14,2023-01-14,416.82
194,6,2023-01-14,6897.94
195,2,2023-01-14,16936.21
196,6,2023-01-15,1066.53
197,11,2023-01-15,12109.42
198,11,2023-01-15,8802.14
199,18,2023-01-15,1383.9
200,11,2023-01-15,15787.97
201,14,2023-01-15,7131.94
202,3,2023-01-15,1047.91
203,13,2023-01-15,25490.55
204,18,2023-01-15,17145.15
205,19,2023-01-15,25473.9
206,3,2023-01-15,6425.09
207,11,2023-01-15,11371.04
208,3,2023-01-15,1061.68
209,18,2023-01-15,14836.73
210,5,2023-01-16,9520.34
211,9,2023-01-16,2631.87
212,5,2023-01-16,8594.36
213,19,2023-01-16,8596.01
214,16,2023-01-16,14084.8
215,20,2023-01-16,13341.26
216,14,2023-01-16,12267.43
217,7,2023-01-16,21455.24
218,13,2023-01-16,3710.71
219,1,2023-01-16,1202.88
220,13,2023-01-16,8935.77
221,1,2023-01-16,3242.65
222,18,2023-01-16,19782.42
223,8,2023-01-16,14312.21
224,6,2023-01-17,14690.95
225,16,2023-01-17,8334.69
226,1,2023-01-17,4297.32
227,8,2023-01-17,9134.64
228,18,2023-01-17,20873.26
229,4,2023-01-17,15773.35
230,5,2023-01-17,4235.16
231,13,2023-01-17,5767.86
232,13,2023-01-17,3794.34
233,6,2023-01-17,7911.3
234,5,2023-01-17,3117.41
235,14,2023-01-17,18799.03
236,18,2023-01-17,3847.69
237,9,2023-01-17,23938.22
238,16,2023-01-18,3816.34
239,4,2023-01-18,12823.81
240,8,2023-01-18,5182.65
241,4,2023-01-18,6947.78
242,15,2023-01-18,23860.54
243,6,2023-01-18,2168.79
244,7,2023-01-18,12473.74
245,3,2023-01-18,3350.63
246,14,2023-01-18,14730.35
247,14,2023-01-18,10959.17
248,18,2023-01-18,13721.5
249,8,2023-01-18,7470.49
250,8,2023-01-18,9262.92
251,2,2023-01-18,3148.13
252,13,2023-01-19,12301.27
253,3,2023-01-19,10390.54
254,2,2023-01-19,3265.5
255,18,2023-01-19,11212.41
256,20,2023-01-19,7549.74
257,20,2023-01-19,2764.38
258,13,2023-01-19,13693.84
259,8,2023-01-19,4455.96
260,10,2023-01-19,15008.15
261,5,2023-01-19,1247.68
262,7,2023-01-19,1895.08
263,12,2023-01-19,8212.19
264,7,2023-01-19,10742.75
265,14,2023-01-19,6909.1
266,10,2023-01-20,1626.17
267,6,2023-01-20,10519.53
268,5,2023-01-20,12207.41
269,16,2023-01-20,2222.01
270,1,2023-01-20,9986.89
271,2,2023-01-20,2210.28
272,19,2023-01-20,19169.81
273,3,2023-01-20,24535.09
274,14,2023-01-20,18596.13
275,2,2023-01-20,20082.14
276,7,2023-01-20,4080.72
277,12,2023-01-20,10961.37
278,17,2023-01-20,4977.68
279,10,2023-01-20,1742.51
280,15,2023-01-21,8626.02
281,9,2023-01-21,3344.53
282,2,2023-01-21,10057.94
283,18,2023-01-21,10382.8
284,20,2023-01-21,14752.51
285,4,2023-01-21,15411.72
286,3,2023-01-21,6661.52
287,10,2023-01-21,4449.59
288,10,2023-01-21,3108.74
289,18,2023-01-21,10186.8
290,5,2023-01-21,2611.93
291,13,2023-01-21,9456.32
292,17,2023-01-21,15484.24
293,14,2023-01-21,15868.22
294,20,2023-01-22,2533.12
295,5,2023-01-22,8865.1
296,15,2023-01-22,12113.81
297,6,2023-01-22,7122.41
298,4,2023-01-22,5686.95
299,3,2023-01-22,18872.12
300,9,2023-01-22,9795.7
301,13,2023-01-22,25739.15
302,10,2023-01-22,3057.32
303,5,2023-01-22,10249.8
304,16,2023-01-22,11720.41
305,4,2023-01-22,8521.52
306,18,2023-01-22,2511.85
307,3,2023-01-22,9786.25
308,18,2023-01-23,2392.8
309,6,2023-01-23,1063.84
310,2,2023-01-23,7851.5
311,4,2023-01-23,5311.01
312,7,2023-01-23,5479.32
313,16,2023-01-23,3446.18
314,2,2023-01-23,16406.74
315,5,2023-01-23,12109.45
316,4,2023-01-23,9979.91
317,9,2023-01-23,16779.24
318,4,2023-01-23,6118.67
319,3,2023-01-23,1151.86
320,17,2023-01-23,8038.77
321,12,2023-01-23,8352.98
322,5,2023-01-24,11236.62
323,7,2023-01-24,10425.55
324,14,2023-01-24,14145.45
325,10,2023-01-24,13388.28
326,16,2023-01-24,14967.74
327,19,2023-01-24,6155.09
328,6,2023-01-24,2199.22
329,1,2023-01-24,7793.39
330,17,2023-01-24,2991.4
331,20,2023-01-24,7339.52
332,17,2023-01-24,2254.28
333,20,2023-01-24,1826.76
334,19,2023-01-24,3198.4
335,4,2023-01-24,2161.15
336,17,2023-01-25,9324.54
337,14,2023-01-25,5121.32
338,7,2023-01-25,17268.41
339,9,2023-01-25,31879.23
340,18,2023-01-25,456.43
341,2,2023-01-25,9732.17
342,19,2023-01-25,13725.21
343,14,2023-01-25,9070.52
344,11,2023-01-25,21803.23
345,20,2023-01-25,3209.65
346,10,2023-01-25,4272.5
347,18,2023-01-25,16025.04
348,1,2023-01-25,11056.86
349,2,2023-01-25,12843.47
350,19,2023-01-26,8131.2
351,19,2023-01-26,18221.33
352,20,2023-01-26,478.95
353,12,2023-01-26,6852.0
354,6,2023-01-26,19321.21
355,5,2023-01-26,2228.43
356,5,2023-01-26,12019.71
357,6,2023-01-26,4283.0
358,4,2023-01-26,3759.97
359,9,2023-01-26,7245.62
360,16,2023-01-26,5103.7
361,12,2023-01-26,1683.21
362,18,2023-01-26,1084.17
363,17,2023-01-26,5056.58
364,2,2023-01-27,15055.78
365,6,2023-01-27,14715.59
366,15,2023-01-27,18117.14
367,5,2023-01-27,11633.11
368,16,2023-01-27,7097.1
369,5,2023-01-27,11365.72
370,15,2023-01-27,8607.77
371,3,2023-01-27,16273.09
372,13,2023-01-27,10631.69
373,14,2023-01-27,1552.5
374,19,2023-01-27,3260.77
375,13,2023-01-27,8235.3
376,19,2023-01-27,6736.3
377,7,2023-01-27,5586.98
378,11,2023-01-28,12828.28
379,4,2023-01-28,922.28
380,17,2023-01-28,8308.33
381,14,2023-01-28,6722.63
382,17,2023-01-28,8459.48
383,12,2023-01-28,28953.99
384,12,2023-01-28,5189.87
385,13,2023-01-28,10460.63
386,13,2023-01-28,18629.64
387,14,2023-01-28,8397.5
388,5,2023-01-28,7793.26
389,10,2023-01-28,11206.75
390,10,2023-01-28,1757.6
391,1,2023-01-28,16914.62
392,19,2023-01-29,2209.64
393,3,2023-01-29,1504.94
394,11,2023-01-29,3870.85
395,16,2023-01-29,2942.62
396,6,2023-01-29,13607.51
397,7,2023-01-29,10361.4
398,11,2023-01-29,9186.48
399,15,2023-01-29,3178.6
400,8,2023-01-29,2133.95
401,8,2023-01-29,12938.76
402,20,2023-01-29,16966.65
403,18,2023-01-29,6177.53
404,8,2023-01-29,1271.9
405,1,2023-01-29,12748.49
406,16,2023-01-30,11904.79
407,3,2023-01-30,1416.19
408,20,2023-01-30,826.15
409,11,2023-01-30,5423.03
410,2,2023-01-30,24219.64
411,5,2023-01-30,3075.74
412,7,2023-01-30,2357.9
413,11,2023-01-30,5069.3
414,13,2023-01-30,3623.9
415,7,2023-01-30,8978.34
416,4,2023-01-30,5642.6
417,18,2023-01-30,3402.44
418,17,2023-01-30,19790.28
419,17,2023-01-30,5153.08
420,3,2023-01-31,12525.77
421,1,2023-01-31,3307.46
422,15,2023-01-31,8239.03
423,19,2023-01-31,2412.22
424,13,2023-01-31,4241.68
425,2,2023-01-31,11523.95
426,17,2023-01-31,9980.36
427,6,2023-01-31,13029.12
428,14,2023-01-31,2214.5
429,15,2023-01-31,13355.36
430,13,2023-01-31,8544.12
431,4,2023-01-31,9378.94
432,11,2023-01-31,8098.19
433,3,2023-01-31,8352.83
434,11,2023-02-01,9773.92
435,20,2023-02-01,6724.67
436,2,2023-02-01,4614.85
437,6,2023-02-01,11039.05
438,16,2023-02-01,1628.08
439,9,2023-02-01,10254.52
440,2,2023-02-01,12818.83
441,13,2023-02-01,5361.84
442,7,2023-02-01,20995.4
443,3,2023-02-01,8281.84
444,20,2023-02-01,9230.82
445,4,2023-02-01,3463.76
446,1,2023-02-01,7947.92
447,5,2023-02-01,1385.21
448,7,2023-02-02,1649.13
449,8,2023-02-02,8820.76
450,8,2023-02-02,2935.2
451,18,2023-02-02,8001.07
452,19,2023-02-02,4462.62
453,5,2023-02-02,11871.78
454,4,2023-02-02,9870.66
455,6,2023-02-02,2994.1
456,17,2023-02-02,4699.68
457,7,2023-02-02,1951.8
458,4,2023-02-02,14755.62
459,13,2023-02-02,10684.46
460,5,2023-02-02,14463.56
461,17,2023-02-02,1443.4
462,5,2023-02-03,7066.45
463,10,2023-02-03,9540.4
464,6,2023-02-03,4356.14
465,4,2023-02-03,2177.56
466,13,2023-02-03,15268.65
467,2,2023-02-03,5307.91
468,5,2023-02-03,11871.24
469,3,2023-02-03,6806.56
470,13,2023-02-03,725.64
471,8,2023-02-03,3481.1
472,5,2023-02-03,10864.97
473,2,2023-02-03,11912.81
474,14,2023-02-03,7429.45
475,14,2023-02-03,9996.35
476,8,2023-02-04,1755.81
477,14,2023-02-04,3955.7
478,19,2023-02-04,1029.32
479,8,2023-02-04,7254.36
480,11,2023-02-04,13894.7
481,12,2023-02-04,21150.98
482,7,2023-02-04,3859.37
483,14,2023-02-04,2063.4
484,7,2023-02-04,17857.64
485,18,2023-02-04,2008.4
486,8,2023-02-04,8843.62
487,1,2023-02-04,25305.63
488,13,2023-02-04,2248.6
489,6,2023-02-04,7204.11
490,13,2023-02-05,3142.33
491,20,2023-02-05,3939.4
492,6,2023-02-05,3343.37
493,13,2023-02-05,2610.81
494,11,2023-02-05,2886.13
495,10,2023-02-05,7423.86
496,11,2023-02-05,6697.89
497,18,2023-02-05,31232.8
498,14,2023-02-05,17444.9
499,6,2023-02-05,946.39
500,16,2023-02-05,10057.73
501,2,2023-02-05,9090.69
502,17,2023-02-05,12893.33
503,10,2023-02-05,10136.19
504,19,2023-02-06,9287.11
505,15,2023-02-06,1528.73
506,20,2023-02-06,12621.8
507,3,2023-02-06,15401.84
508,17,2023-02-06,5388.87
509,3,2023-02-06,6370.33
510,16,2023-02-06,7861.13
511,6,2023-02-06,2380.34
512,2,2023-02-06,4808.29
513,14,2023-02-06,6872.27
514,1,2023-02-06,19617.44
515,12,2023-02-06,10413.89
516,20,2023-02-06,3039.94
517,16,2023-02-06,1898.52
518,14,2023-02-07,9519.48
519,2,2023-02-07,5627.42
520,19,2023-02-07,10733.24
521,8,2023-02-07,6960.35
522,3,2023-02-07,10999.27
523,14,2023-02-07,11134.38
524,5,2023-02-07,7217.59
525,13,2023-02-07,7758.77
526,9,2023-02-07,7047.43
527,11,2023-02-07,10725.42
528,3,2023-02-07,12015.18
529,13,2023-02-07,8702.28
530,9,2023-02-07,4716.78
531,3,2023-02-07,11896.92
532,13,2023-02-08,5824.47
533,9,2023-02-08,12119.83
534,11,2023-02-08,22352.52
535,5,2023-02-08,8285.08
536,13,2023-02-08,8490.53
537,3,2023-02-08,1508.99
538,6,2023-02-08,6891.05
539,1,2023-02-08,15097.22
540,12,2023-02-08,22399.8
541,1,2023-02-08,4063.47
542,13,2023-02-08,4558.96
543,10,2023-02-08,3059.76
544,1,2023-02-08,11867.35
545,3,2023-02-08,5363.38
546,5,2023-02-09,15470.48
547,12,2023-02-09,4365.59
548,17,2023-02-09,7238.28
549,20,2023-02-09,9321.32
550,18,2023-02-09,3705.0
551,9,2023-02-09,9407.41
552,17,2023-02-09,14562.31
553,11,2023-02-09,7040.96
554,9,2023-02-09,5580.04
555,19,2023-02-09,10174.14
556,5,2023-02-09,13892.94
557,7,2023-02-09,20788.5
558,19,2023-02-09,3430.13
559,18,2023-02-09,21356.71
560,14,2023-02-10,7777.78
561,3,2023-02-10,10326.51
562,3,2023-02-10,2224.36
563,5,2023-02-10,18325.88
564,3,2023-02-10,5791.1
565,13,2023-02-10,1741.63
566,20,2023-02-10,31148.59
567,9,2023-02-10,4395.84
568,9,2023-02-10,28701.75
569,20,2023-02-10,17144.12
570,2,2023-02-10,14450.54
571,14,2023-02-10,4156.79
572,17,2023-02-10,3843.24
573,11,2023-02-10,11868.99
574,15,2023-02-11,10407.31
575,14,2023-02-11,3783.54
576,4,2023-02-11,10344.18
577,1,2023-02-11,4143.06
578,2,2023-02-11,9449.48
579,8,2023-02-11,6528.87
580,10,2023-02-11,2550.83
581,8,2023-02-11,2079.32
582,17,2023-02-11,6854.19
583,7,2023-02-11,855.2
584,20,2023-02-11,12062.78
585,14,2023-02-11,3175.91
586,8,2023-02-11,1464.52
587,14,2023-02-11,12251.74
588,3,2023-02-12,17595.95
589,17,2023-02-12,4914.29
590,4,2023-02-12,13564.97
591,15,2023-02-12,2321.76
592,13,2023-02-12,15353.28
593,5,2023-02-12,14101.78
594,16,2023-02-12,1955.81
595,4,2023-02-12,1927.01
596,10,2023-02-12,1420.05
597,7,2023-02-12,13292.02
598,2,2023-02-12,11698.02
599,4,2023-02-12,3037.35
600,8,2023-02-12,5226.13
601,4,2023-02-12,3612.42
602,9,2023-02-13,3278.0
603,7,2023-02-13,13606.98
604,2,2023-02-13,5867.59
605,2,2023-02-13,17191.91
606,6,2023-02-13,2819.66
607,18,2023-02-13,9152.63
608,7,2023-02-13,3898.79
609,15,2023-02-13,4692.35
610,10,2023-02-13,6447.05
611,19,2023-02-13,9094.83
612,20,2023-02-13,11863.64
613,19,2023-02-13,7374.08
614,6,2023-02-13,14822.09
615,8,2023-02-13,5199.4
616,19,2023-02-14,2328.65
617,13,2023-02-14,563.81
618,10,2023-02-14,6400.82
619,15,2023-02-14,5703.64
620,15,2023-02-14,17999.81
621,16,2023-02-14,15212.52
622,5,2023-02-14,18328.87
623,14,2023-02-14,12942.73
624,14,2023-02-14,2001.91
625,8,2023-02-14,3270.41
626,20,2023-02-14,14687.37
627,12,2023-02-14,1860.79
628,19,2023-02-14,5937.6
629,20,2023-02-14,17105.95
630,6,2023-02-15,7079.24
631,3,2023-02-15,18783.08
632,7,2023-02-15,12908.83
633,20,2023-02-15,3518.99
634,17,2023-02-15,24931.84
635,19,2023-02-15,13549.97
636,5,2023-02-15,12291.02
637,17,2023-02-15,11927.2
638,12,2023-02-15,12459.62
639,8,2023-02-15,6698.1
640,4,2023-02-15,672.74
641,7,2023-02-15,21589.1
642,18,2023-02-15,7948.74
643,4,2023-02-15,5817.63
644,20,2023-02-16,20458.86
645,11,2023-02-16,8665.66
646,12,2023-02-16,3070.2
647,15,2023-02-16,6816.01
648,9,2023-02-16,12505.49
649,3,2023-02-16,6037.12
650,19,2023-02-16,4751.36
651,5,2023-02-16,17305.27
652,7,2023-02-16,16635.81
653,8,2023-02-16,9081.0
654,4,2023-02-16,12813.3
655,11,2023-02-16,6759.83
656,13,2023-02-16,10093.16
657,4,2023-02-16,17412.79
658,5,2023-02-17,16175.28
659,18,2023-02-17,2542.78
660,15,2023-02-17,5598.48
661,12,2023-02-17,16780.76
662,4,2023-02-17,8128.98
663,17,2023-02-17,12700.59
664,6,2023-02-17,1131.65
665,9,2023-02-17,1345.83
666,10,2023-02-17,13443.37
667,3,2023-02-17,3702.28
668,14,2023-02-17,4448.29
669,15,2023-02-17,6761.04
670,8,2023-02-17,3522.49
671,4,2023-02-17,10271.41
672,16,2023-02-18,6374.92
673,14,2023-02-18,1835.31
674,9,2023-02-18,5802.54
675,11,2023-02-18,6328.32
676,7,2023-02-18,4671.39
677,4,2023-02-18,2627.45
678,8,2023-02-18,937.95
679,17,2023-02-18,5673.16
680,4,2023-02-18,13250.78
681,18,2023-02-18,6313.73
682,1,2023-02-18,12056.76
683,8,2023-02-18,4351.31
684,11,2023-02-18,5253.79
685,4,2023-02-18,11736.09
686,20,2023-02-19,16362.68
687,20,2023-02-19,7261.3
688,16,2023-02-19,5259.74
689,10,2023-02-19,26330.77
690,2,2023-02-19,14178.71
691,14,2023-02-19,6902.6
692,13,2023-02-19,3698.33
693,9,2023-02-19,8400.83
694,4,2023-02-19,8782.67
695,10,2023-02-19,4339.69
696,3,2023-02-19,8555.17
697,9,2023-02-19,1112.14
698,15,2023-02-19,11453.76
699,1,2023-02-19,6437.2
700,2,2023-02-20,7485.18
701,20,2023-02-20,5623.9
702,14,2023-02-20,2615.73
703,17,2023-02-20,10332.56
704,4,2023-02-20,16314.47
705,5,2023-02-20,14546.94
706,6,2023-02-20,5951.6
707,4,2023-02-20,2778.88
708,19,2023-02-20,13521.5
709,4,2023-02-20,5324.98
710,1,2023-02-20,10289.36
711,14,2023-02-20,12119.81
712,1,2023-02-20,1407.92
713,11,2023-02-20,2073.98
714,8,2023-02-21,3614.08
715,1,2023-02-21,16261.08
716,11,2023-02-21,7083.11
717,6,2023-02-21,4059.15
718,3,2023-02-21,15028.23
719,11,2023-02-21,5217.05
720,13,2023-02-21,15931.79
721,3,2023-02-21,9579.64
722,5,2023-02-21,7694.98
723,8,2023-02-21,8358.86
724,9,2023-02-21,14723.4
725,7,2023-02-21,1523.51
726,9,2023-02-21,7594.72
727,2,2023-02-21,6451.54
728,8,2023-02-22,3935.65
729,13,2023-02-22,4916.42
730,2,2023-02-22,3201.14
731,7,2023-02-22,6168.83
732,18,2023-02-22,2754.87
733,7,2023-02-22,19374.56
734,6,2023-02-22,9132.72
735,13,2023-02-22,1363.8
736,9,2023-02-22,18651.16
737,19,2023-02-22,773.92
738,9,2023-02-22,8283.23
739,16,2023-02-22,6178.0
740,16,2023-02-22,23833.18
741,14,2023-02-22,3001.64
742,11,2023-02-23,9406.49
743,13,2023-02-23,6152.27
744,12,2023-02-23,23167.2
745,14,2023-02-23,16701.84
746,15,2023-02-23,1886.58
747,2,2023-02-23,11049.34
748,6,2023-02-23,6492.81
749,9,2023-02-23,13291.24
750,6,2023-02-23,6558.4
751,4,2023-02-23,13503.8
752,14,2023-02-23,5688.28
753,17,2023-02-23,10540.64
754,16,2023-02-23,20882.73
755,11,2023-02-23,6259.93
756,16,2023-02-24,16371.23
757,17,2023-02-24,2869.43
758,19,2023-02-24,2144.33
759,20,2023-02-24,6193.87
760,8,2023-02-24,4146.58
761,9,2023-02-24,9559.51
762,13,2023-02-24,11700.66
763,1,2023-02-24,14132.17
764,3,2023-02-24,7303.35
765,6,2023-02-24,3398.35
766,7,2023-02-24,6703.62
767,6,2023-02-24,15885.86
768,12,2023-02-24,20089.94
769,15,2023-02-24,8381.24
770,7,2023-02-25,1578.94
771,10,2023-02-25,4140.12
772,18,2023-02-25,4848.63
773,15,2023-02-25,15484.24
774,7,2023-02-25,18261.19
775,9,2023-02-25,8443.98
776,9,2023-02-25,993.54
777,13,2023-02-25,13508.12
778,10,2023-02-25,2508.75
779,1,2023-02-25,20764.05
780,3,2023-02-25,21572.33
781,5,2023-02-25,1013.37
782,3,2023-02-25,13990.28
783,2,2023-02-25,10977.17
784,11,2023-02-26,16385.71
785,11,2023-02-26,19764.01
786,18,2023-02-26,21627.52
787,8,2023-02-26,17388.28
788,7,2023-02-26,3255.45
789,9,2023-02-26,11518.53
790,3,2023-02-26,7901.15
791,9,2023-02-26,1984.05
792,6,2023-02-26,2147.09
793,13,2023-02-26,19589.34
794,2,2023-02-26,21100.5
795,4,2023-02-26,4472.3
796,12,2023-02-26,5778.93
797,20,2023-02-26,4961.21
798,9,2023-02-27,4250.91
799,4,2023-02-27,5055.51
800,18,2023-02-27,5783.26
801,14,2023-02-27,2532.39
802,20,2023-02-27,7993.53
803,19,2023-02-27,1811.59
804,7,2023-02-27,7814.6
805,7,2023-02-27,3921.72
806,17,2023-02-27,5050.88
807,9,2023-02-27,3695.37
808,12,2023-02-27,3194.65
809,16,2023-02-27,618.32
810,6,2023-02-27,6389.0
811,12,2023-02-27,4307.11
812,8,2023-02-28,4923.66
813,9,2023-02-28,14708.35
814,12,2023-02-28,5766.71
815,8,2023-02-28,4782.41
816,6,2023-02-28,3203.89
817,6,2023-02-28,5726.84
818,4,2023-02-28,11400.95
819,8,2023-02-28,7422.83
820,3,2023-02-28,11456.77
821,9,2023-02-28,13946.68
822,20,2023-02-28,5029.08
823,9,2023-02-28,7394.87
824,2,2023-02-28,10700.91
825,9,2023-02-28,4598.76
826,18,2023-03-01,16281.68
827,8,2023-03-01,11368.98
828,6,2023-03-01,4139.4
829,10,2023-03-01,3943.64
830,1,2023-03-01,6644.36
831,12,2023-03-01,4347.15
832,10,2023-03-01,3130.38
833,15,2023-03-01,18288.32
834,14,2023-03-01,3285.58
835,5,2023-03-01,3025.91
836,14,2023-03-01,348.38
837,3,2023-03-01,13009.79
838,14,2023-03-01,9520.82
839,18,2023-03-01,3183.43
840,20,2023-03-02,1736.34
841,11,2023-03-02,10368.8
842,15,2023-03-02,2007.36
843,1,2023-03-02,1365.76
844,1,2023-03-02,19268.54
845,19,2023-03-02,11046.89
846,8,2023-03-02,12369.13
847,8,2023-03-02,3177.57
848,19,2023-03-02,3015.36
849,17,2023-03-02,12224.54
850,17,2023-03-02,8625.41
851,11,2023-03-02,1240.22
852,5,2023-03-02,10149.25
853,10,2023-03-02,16243.39
854,17,2023-03-03,7721.33
855,6,2023-03-03,370.54
856,16,2023-03-03,7704.55
857,7,2023-03-03,3338.5
858,17,2023-03-03,5853.15
859,19,2023-03-03,7856.2
860,12,2023-03-03,8040.51
861,3,2023-03-03,12662.38
862,20,2023-03-03,19210.85
863,20,2023-03-03,12113.53
864,7,2023-03-03,23833.5
865,20,2023-03-03,17731.71
866,13,2023-03-03,14252.13
867,5,2023-03-03,4062.19
868,11,2023-03-04,3539.3
869,10,2023-03-04,8972.71
870,2,2023-03-04,2544.28
871,6,2023-03-04,6035.56
872,20,2023-03-04,3040.28
873,17,2023-03-04,14269.27
